ano,semana,dia,tipo,salmo,antigo_testamento,novo_testamento
Ano C,Advento 1,Qui,Única,Salmo 25.1-10,Neemias 9.6-15,I Tessalonicenses 5.1-11
Ano C,Advento 1,Sex,Única,Salmo 25.1-10,Neemias 9.16-25,I Tessalonicenses 5.12-22
Ano C,Advento 1,Sab,Única,Salmo 25.1-10,Neemias 9.26-31,Lucas 21.20-24
Ano C,Advento 1,Seg,Única,Salmo 90,Números 17.1-11,II Pedro 3.1-18
Ano C,Advento 1,Ter,Única,Salmo 90,II Samuel 7.18-29,Apocalipse 22.12-16
Ano C,Advento 1,Qua,Única,Salmo 90,Isaías 1.24-31,Lucas 11.29-32
Ano C,Advento 2,Qui,Única,Lucas 1.68-79 (Cântico),Malaquias 3.5-12,Filipenses 1.12-18a
Ano C,Advento 2,Sex,Única,Lucas 1.68-79 (Cântico),Malaquias 3.13-18,Filipenses 1.18b-26
Ano C,Advento 2,Sab,Única,Lucas 1.68-79 (Cântico),Malaquias 4.1-6,Lucas 9.1-6
Ano C,Advento 2,Seg,Única,Salmo 126,Isaías 40.1-11,Romanos 8.22-25
Ano C,Advento 2,Ter,Única,Salmo 126,Isaías 19.18-25,II Pedro 1.2-15
Ano C,Advento 2,Qua,Única,Salmo 126,Isaías 35.3-7,Lucas 7.18-30
Ano C,Advento 3,Qui,Única,Isaías 12.2-6 (Cântico),Amós 6.1-8,II Coríntios 8.1-15
Ano C,Advento 3,Sex,Única,Isaías 12.2-6 (Cântico),Amós 8.4-12,II Coríntios 9.1-15
Ano C,Advento 3,Sab,Única,Isaías 12.2-6 (Cântico),Amós 9.8-15,Lucas 1.57-66
Ano C,Advento 3,Seg,Única,Isaías 11.1-9,Números 16.1-19,Hebreus 13.7-17
Ano C,Advento 3,Ter,Única,Isaías 11.1-9,Números 16.20-35,Atos 28.23-31
Ano C,Advento 3,Qua,Única,Isaías 11.1-9,Miqueias 4.8-13,Lucas 7.31-35
Ano C,Advento 4,Qui,Única,Salmo 80.1-7,Jeremias 31.31-34,Hebreus 10.10-18
Ano C,Advento 4,Sex,Única,Salmo 80.1-7,Isaías 42.10-18,Hebreus 10.32-39
Ano C,Advento 4,Sab,Única,Salmo 80.1-7,Isaías 66.7-11,Lucas 13.31-35
Ano C,Advento 4,Seg,Única,Salmo 113,Gênesis 25.19-28,Colossenses 1.15-20
Ano C,Advento 4,Ter,Única,Salmo 113,Gênesis 30.1-24,Romanos 8.18-30
Ano C,Advento 4,Qua,Única,Salmo 113,Isaías 42.14-21,Lucas 1.5-25
Ano C,Natal,22 Dez,Única,Lucas 1.46b-55 (Cântico),Miqueias 4.1-5,Efésios 2.11-22
Ano C,Natal,23 Dez,Única,Lucas 1.46b-55 (Cântico),Miqueias 4.6-8,II Pedro 1.16-21
Ano C,Natal,24 Dez,Única,Lucas 1.46b-55 (Cântico),Miqueias 6.6-8,Hebreus 10.5-10
Ano C,Natal,26 Dez,Única,Salmo 148,II Crônicas 24.17-24,"Atos 6.1-7; 7.51-60"
Ano C,Natal,27 Dez,Única,Salmo 148,Provérbios 8.32-36,João 21.19b-24
Ano C,Natal,28 Dez,Única,Salmo 148,Isaías 54.1-13,Apocalipse 21.1-7
Ano C,Natal,29 Dez,Única,Salmo 147.12-20,I Crônicas 28.1-10,I Coríntios 3.10-17
Ano C,Natal,30 Dez,Única,Salmo 147.12-20,II Crônicas 1.7-13,Marcos 13.32-37
Ano C,Natal,31 Dez,Única,Salmo 147.12-20,I Reis 3.5-14,João 8.12-19
Ano C,Natal,2 Jan,Única,Salmo 147.12-20,Provérbios 1.1-7,Tiago 3.13-18
Ano C,Epifania,3 Jan,Única,Salmo 72,Jó 42.10-17,Lucas 8.16-21
Ano C,Epifania,4 Jan,Única,Salmo 72,Isaías 6.1-5,Atos 7.44-53
Ano C,Epifania,5 Jan,Única,Salmo 72,Jeremias 31.7-14,"João 1.1-9; 10-18"
Ano C,Epifania,7 Jan,Única,Salmo 72,Daniel 2.1-19,Efésios 4.17-5.1
Ano C,Epifania,8 Jan,Única,Salmo 72,Daniel 2.24-49,Efésios 5.15-20
Ano C,Epifania,9 Jan,Única,Salmo 72,Números 24.15-19,Lucas 1.67-79
Ano C,Batismo,Qui,Única,Salmo 29,Eclesiastes 1.1-11,I Coríntios 1.18-31
Ano C,Batismo,Sex,Única,Salmo 29,Eclesiastes 2.1-11,I Coríntios 2.1-10
Ano C,Batismo,Sab,Única,Salmo 29,Eclesiastes 3.1-15,I Coríntios 2.11-16
Ano C,Batismo,Seg,Única,Salmo 106.1-12,Juízes 4.1-16,Efésios 6.10-17
Ano C,Batismo,Ter,Única,Salmo 106.1-12,Juízes 5.12-21,I João 5.13-21
Ano C,Batismo,Qua,Única,Salmo 106.1-12,Números 27.1-11,Lucas 11.33-36
Ano C,Epifania 2,Qui,Única,Salmo 36.5-10,Jeremias 3.1-5,Atos 8.18-24
Ano C,Epifania 2,Sex,Única,Salmo 36.5-10,Jeremias 3.19-25,I Coríntios 7.1-7
Ano C,Epifania 2,Sab,Única,Salmo 36.5-10,Jeremias 4.1-4,Lucas 11.14-23
Ano C,Epifania 2,Seg,Única,Salmo 145,Isaías 54.1-8,Romanos 12.9-21
Ano C,Epifania 2,Ter,Única,Salmo 145,Cântico dos Cânticos 4.1-8,I Coríntios 1.3-17
Ano C,Epifania 2,Qua,Única,Salmo 145,Cântico dos Cânticos 4.9-5.1,Lucas 5.33-39
Ano C,Epifania 3,Qui,Única,Salmo 19,Isaías 61.1-7,Romanos 7.1-6
Ano C,Epifania 3,Sex,Única,Salmo 19,Neemias 2.1-10,Romanos 12.1-8
Ano C,Epifania 3,Sab,Única,Salmo 19,Neemias 5.1-13,Lucas 2.39-52
Ano C,Epifania 3,Seg,Única,Salmo 119.89-96,Jeremias 36.1-10,I Coríntios 14.1-12
Ano C,Epifania 3,Ter,Única,Salmo 119.89-96,Jeremias 36.11-26,II Coríntios 7.2-12
Ano C,Epifania 3,Qua,Única,Salmo 119.89-96,Jeremias 36.27-32,Lucas 4.38-44
Ano C,Epifania 4,Qui,Única,Salmo 71.1-6,II Crônicas 34.1-7,Atos 10.44-48
Ano C,Epifania 4,Sex,Única,Salmo 71.1-6,II Crônicas 35.20-27,Atos 19.1-10
Ano C,Epifania 4,Sab,Única,Salmo 71.1-6,II Crônicas 36.11-21,João 1.43-51
Ano C,Epifania 4,Seg,Única,Salmo 56,I Reis 17.8-16,I Coríntios 2.6-16
Ano C,Epifania 4,Ter,Única,Salmo 56,II Reis 5.1-14,I Coríntios 14.13-25
Ano C,Epifania 4,Qua,Única,Salmo 56,Jeremias 1.11-19,Lucas 19.41-44
Ano C,Epifania 5,Qui,Única,Salmo 138,Números 20.22-29,Atos 9.19b-25
Ano C,Epifania 5,Sex,Única,Salmo 138,Números 27.12-23,Atos 9.26-31
Ano C,Epifania 5,Sab,Única,Salmo 138,Juízes 3.7-11,Lucas 4.42-44
Ano C,Epifania 5,Seg,Única,Salmo 115,Juízes 5.1-11,I Coríntios 14.26-40
Ano C,Epifania 5,Ter,Única,Salmo 115,I Samuel 9.15-10.1b,I Timóteo 3.1-9
Ano C,Epifania 5,Qua,Única,Salmo 115,Isaías 8.1-15,Lucas 5.27-32
Ano C,Epifania 6,Qui,Única,Salmo 1,Jeremias 13.12-19,Atos 13.26-34
Ano C,Epifania 6,Sex,Única,Salmo 1,Jeremias 13.20-27,I Pedro 1.17-2.1
Ano C,Epifania 6,Sab,Única,Salmo 1,Jeremias 17.1-4,Lucas 11.24-28
Ano C,Epifania 6,Seg,Única,Salmo 120,II Reis 24.18-25.21,I Coríntios 15.20-34
Ano C,Epifania 6,Ter,Única,Salmo 120,Esdras 1.1-11,II Coríntios 1.12-19
Ano C,Epifania 6,Qua,Única,Salmo 120,Jeremias 22.11-17,Lucas 11.37-52
Ano C,Epifania 7,Qui,Única,"Salmo 37.1-11, 39-40",Gênesis 43.16-34,Romanos 8.1-11
Ano C,Epifania 7,Sex,Única,"Salmo 37.1-11, 39-40",Gênesis 44.1-17,I João 2.12-17
Ano C,Epifania 7,Sab,Única,"Salmo 37.1-11, 39-40",Gênesis 44.18-34,Lucas 12.57-59
Ano C,Epifania 7,Seg,Única,Salmo 38,Gênesis 33.1-17,I Coríntios 11.2-16
Ano C,Epifania 7,Ter,Única,Salmo 38,I Samuel 24.1-22,"I Coríntios 11.17-22, 27-33"
Ano C,Epifania 7,Qua,Única,Salmo 38,Levítico 5.1-13,Lucas 17.1-4
Ano C,Epifania 8,Qui,Única,"Salmo 92.1-4, 12-15",Provérbios 13.1-12,Romanos 5.12-6.2
Ano C,Epifania 8,Sex,Única,"Salmo 92.1-4, 12-15",Provérbios 15.1-9,I Tessalonicenses 4.13-18
Ano C,Epifania 8,Sab,Única,"Salmo 92.1-4, 12-15",Isaías 30.8-17,João 16.1-4a
Ano C,Epifania 8,Seg,Única,Salmo 1,Jeremias 24.1-10,I Coríntios 16.1-12
Ano C,Epifania 8,Ter,Única,Salmo 1,Jeremias 29.10-19,I Coríntios 16.13-24
Ano C,Epifania 8,Qua,Única,Salmo 1,Provérbios 5.1-23,Lucas 14.34-35
Ano C,Epifania 9,Qui,Única,Salmo 96.1-9,I Reis 6.23-38,II Coríntios 5.11-17
Ano C,Epifania 9,Sex,Única,Salmo 96.1-9,I Reis 8.14-21,II Coríntios 11.1-6
Ano C,Epifania 9,Sab,Única,Salmo 96.1-9,I Reis 8.31-40,Lucas 4.31-37
Ano C,Último Epifania,Qui,Única,Salmo 99,Deuteronômio 9.1-5,Atos 3.11-16
Ano C,Último Epifania,Sex,Única,Salmo 99,Deuteronômio 9.6-14,Atos 10.1-8
Ano C,Último Epifania,Sab,Única,Salmo 99,Deuteronômio 9.15-24,Lucas 10.21-24
Ano C,Último Epifania,Seg,Única,Salmo 35.11-28,Êxodo 35.1-29,Atos 10.9-23a
Ano C,Último Epifania,Ter,Única,Salmo 35.11-28,Ezequiel 1.1-2.1,Atos 10.23b-33
Ano C,Quaresma 1,Qua,Única,"Joel 2.1-2, 12-17 ou Isaías 58.1-12",Salmo 51.1-17,II Coríntios 5.20b-6.10,Mateus 6.1-6; 16-21
Ano C,Quaresma 1,Qui,Única,"Salmo 91.1-2, 9-16",Êxodo 5.10-23,Atos 7.30-34
Ano C,Quaresma 1,Sex,Única,"Salmo 91.1-2, 9-16",Êxodo 6.1-13,Atos 7.35-42
Ano C,Quaresma 1,Sab,Única,"Salmo 91.1-2, 9-16",Eclesiastes 3.1-8,João 12.27-36
Ano C,Quaresma 1,Seg,Única,Salmo 17,I Crônicas 21.1-17,I João 2.1-6
Ano C,Quaresma 1,Ter,Única,Salmo 17,Zacarias 3.1-10,II Pedro 2.4-21
Ano C,Quaresma 1,Qua,Única,Salmo 17,Jó 1.1-22,Lucas 21.34-22.6
Ano C,Quaresma 2,Qui,Única,Salmo 27,"Gênesis 13.1-7, 14-18",Filipenses 3.2-12
Ano C,Quaresma 2,Sex,Única,Salmo 27,Gênesis 14.17-24,Filipenses 3.17-20
Ano C,Quaresma 2,Sab,Única,Salmo 27,Salmo 118.26-29,Mateus 23.37-39
Ano C,Quaresma 2,Seg,Única,"Salmo 105.1-15, 16-41, 42",Êxodo 33.1-6,Romanos 4.1-12
Ano C,Quaresma 2,Ter,Única,"Salmo 105.1-15, 16-41, 42",Números 14.10b-24,I Coríntios 10.1-13
Ano C,Quaresma 2,Qua,Única,"Salmo 105.1-15, 16-41, 42",II Crônicas 20.1-22,Lucas 13.22-31
Ano C,Quaresma 3,Qui,Única,Salmo 63.1-8,Daniel 3.19-30,Apocalipse 2.8-11
Ano C,Quaresma 3,Sex,Única,Salmo 63.1-8,Daniel 12.1-4,Apocalipse 3.1-6
Ano C,Quaresma 3,Sab,Única,Salmo 63.1-8,Isaías 5.1-7,Lucas 6.43-45
Ano C,Quaresma 3,Seg,Única,Salmo 39,Jeremias 11.1-17,Romanos 2.1-11
Ano C,Quaresma 3,Ter,Única,Salmo 39,Ezequiel 17.1-10,Romanos 2.12-16
Ano C,Quaresma 3,Qua,Única,Salmo 39,Números 13.17-27,Lucas 13.18-21
Ano C,Quaresma 4,Qui,Única,Salmo 32,Josué 4.1-13,II Coríntios 4.16-5.5
Ano C,Quaresma 4,Sex,Única,Salmo 32,Josué 4.14-24,II Coríntios 5.6-15
Ano C,Quaresma 4,Sab,Única,Salmo 32,Êxodo 32.7-14,Lucas 15.1-10
Ano C,Quaresma 4,Seg,Única,Salmo 53,Levítico 23.26-41,Apocalipse 19.1-8
Ano C,Quaresma 4,Ter,Única,Salmo 53,Levítico 25.1-19,Apocalipse 19.9-10
Ano C,Quaresma 4,Qua,Única,Salmo 53,II Reis 4.1-7,Lucas 9.10-17
Ano C,Quaresma 5,Qui,Única,Salmo 126,Isaías 43.1-7,Filipenses 2.19-24
Ano C,Quaresma 5,Sex,Única,Salmo 126,Isaías 43.8-15,Filipenses 2.25-3.1
Ano C,Quaresma 5,Sab,Única,Salmo 126,Êxodo 12.21-27,João 11.45-57
Ano C,Quaresma 5,Seg,Única,Salmo 20,Êxodo 40.1-15,Hebreus 10.19-25
Ano C,Quaresma 5,Ter,Única,Salmo 20,Juízes 9.7-15,I João 2.18-28
Ano C,Quaresma 5,Qua,Única,Salmo 20,Habacuque 3.2-15,Lucas 18.31-34
Ano C,Ramos,Qui,Única,Salmo 31.9-16,Isaías 53.10-12,Hebreus 2.1-9
Ano C,Ramos,Sex,Única,Salmo 31.9-16,Isaías 54.9-10,Hebreus 2.10-18
Ano C,Ramos,Sab,Única,Salmo 31.9-16,Levítico 23.1-8,Lucas 22.1-13
Ano C,Páscoa 1,Seg,Única,"Salmo 118.1-2, 14-24",Josué 10.16-27,I Coríntios 5.6b-8
Ano C,Páscoa 1,Ter,Única,"Salmo 118.1-2, 14-24","Juízes 4.17-23; 5.24-31a",Apocalipse 12.1-12
Ano C,Páscoa 1,Qua,Única,"Salmo 118.1-2, 14-24",II Samuel 6.1-15,Lucas 24.1-12
Ano C,Páscoa 2,Qui,Única,Salmo 150,I Samuel 17.1-23,Atos 5.12-16
Ano C,Páscoa 2,Sex,Única,Salmo 150,I Samuel 17.19-32,Atos 5.17-26
Ano C,Páscoa 2,Sab,Única,Salmo 150,I Samuel 17.32-51,Lucas 24.36-40
Ano C,Páscoa 2,Seg,Única,Salmo 122,Ester 7.1-10,Apocalipse 1.9-20
Ano C,Páscoa 2,Ter,Única,Salmo 122,Ester 8.1-17,Apocalipse 2.8-11
Ano C,Páscoa 2,Qua,Única,Salmo 122,"Ester 9.1-5, 18-23",Lucas 12.4-12
Ano C,Páscoa 3,Qui,Única,Salmo 30,Isaías 5.11-17,Apocalipse 3.14-22
Ano C,Páscoa 3,Sex,Única,Salmo 30,Isaías 6.1-4,Apocalipse 4.1-11
Ano C,Páscoa 3,Sab,Única,Salmo 30,Gênesis 18.1-8,Lucas 14.12-14
Ano C,Páscoa 3,Seg,Única,Salmo 121,Ezequiel 1.1-25,Atos 9.19b-31
Ano C,Páscoa 3,Ter,Única,Salmo 121,Ezequiel 1.26-2.1,Atos 26.1-18
Ano C,Páscoa 3,Qua,Única,Salmo 121,Isaías 6.1-8,Lucas 5.1-11
Ano C,Páscoa 4,Qui,Única,Salmo 23,Ezequiel 11.1-25,Apocalipse 5.1-10
Ano C,Páscoa 4,Sex,Única,Salmo 23,Ezequiel 20.39-44,Apocalipse 6.1-7.4
Ano C,Páscoa 4,Sab,Única,Salmo 23,Ezequiel 28.25-26,Lucas 12.29-32
Ano C,Páscoa 4,Seg,Única,Salmo 100,Ezequiel 37.15-28,Apocalipse 15.1-4
Ano C,Páscoa 4,Ter,Única,Salmo 100,Ezequiel 45.1-9,Atos 9.32-35
Ano C,Páscoa 4,Qua,Única,Salmo 100,Jeremias 50.17-20,João 10.31-42
Ano C,Páscoa 5,Qui,Única,Salmo 148,Ezequiel 2.8-3.11,Apocalipse 10.1-11
Ano C,Páscoa 5,Sex,Única,Salmo 148,Daniel 7.13-14,Apocalipse 11.15
Ano C,Páscoa 5,Sab,Única,Salmo 148,Daniel 7.27,Apocalipse 11.16-19
Ano C,Páscoa 5,Seg,Única,Salmo 133,"I Samuel 20.1-23, 35-42",Atos 11.19-26
Ano C,Páscoa 5,Ter,Única,Salmo 133,II Samuel 1.4-27,Atos 11.27-30
Ano C,Páscoa 5,Qua,Única,Salmo 133,Levítico 19.9-18,Lucas 10.25-28
Ano C,Páscoa 6,Qui,Única,Salmo 67,Provérbios 2.1-5,Atos 15.36-41
Ano C,Páscoa 6,Sex,Única,Salmo 67,Provérbios 2.6-8,Atos 16.1-8
Ano C,Páscoa 6,Sab,Única,Salmo 67,Provérbios 2.9-15,Lucas 19.1-10
Ano C,Páscoa 6,Seg,Única,Salmo 93,I Crônicas 12.16-22,Apocalipse 21.5-14
Ano C,Páscoa 6,Ter,Única,Salmo 93,II Crônicas 15.1-15,Apocalipse 21.15-22
Ano C,Páscoa 6,Qua,Única,Salmo 93,II Crônicas 34.20-33,Lucas 2.25-38
Ano C,Páscoa 7,Qui,Única,Salmo 97,Êxodo 33.12-17,Apocalipse 22.6-9
Ano C,Páscoa 7,Sex,Única,Salmo 97,Êxodo 33.18-23,João 1.14-18
Ano C,Páscoa 7,Sab,Única,Salmo 97,Êxodo 34.1-7,João 1.18-28
Ano C,Páscoa 7,Seg,Única,Salmo 29,Êxodo 40.16-38,Atos 16.35-40
Ano C,Páscoa 7,Ter,Única,Salmo 29,II Crônicas 5.2-14,Atos 26.19-29
Ano C,Páscoa 7,Qua,Única,Salmo 29,Ezequiel 3.12-21,Lucas 9.18-27
Ano C,Pentecostes,Qui,Única,"Salmo 104.24-34, 35b",Isaías 32.11-17,Gálatas 5.16-25
Ano C,Pentecostes,Sex,Única,"Salmo 104.24-34, 35b",Isaías 44.1-4,Gálatas 6.7-10
Ano C,Pentecostes,Sab,Única,"Salmo 104.24-34, 35b",II Reis 2.1-15a,Lucas 1.5-17
Ano C,Pentecostes,Seg,Única,Salmo 48,Joel 2.18-29,I Coríntios 2.1-11
Ano C,Pentecostes,Ter,Única,Salmo 48,Ezequiel 11.14-25,I Coríntios 2.12-16
Ano C,Pentecostes,Qua,Única,Salmo 48,Números 24.1-14,Lucas 1.26-38
Ano C,Trindade,Qui,Única,Salmo 8,Provérbios 3.13-18,Efésios 1.17-19
Ano C,Trindade,Sex,Única,Salmo 8,Provérbios 3.19-26,Efésios 4.1-6
Ano C,Trindade,Sab,Única,Salmo 8,Provérbios 4.1-9,Lucas 2.41-52
Ano C,Trindade,Seg,Única,Salmo 124,Provérbios 7.1-4,Efésios 4.7-16
Ano C,Trindade,Ter,Única,Salmo 124,Provérbios 8.4-21,Efésios 5.15-20
Ano C,Trindade,Qua,Única,Salmo 124,Daniel 1.1-21,Lucas 1.46b-55
Ano C,Próprio 3,Qui,Complementar,"Salmo 92.1-4, 12-15",Provérbios 13.1-12,Romanos 5.12-6.2
Ano C,Próprio 3,Qui,Semicontínua,"Salmo 92.1-4, 12-15",Provérbios 13.1-12,Romanos 5.12-6.2
Ano C,Próprio 3,Sex,Complementar,"Salmo 92.1-4, 12-15",Provérbios 15.1-9,I Tessalonicenses 4.13-18
Ano C,Próprio 3,Sex,Semicontínua,"Salmo 92.1-4, 12-15",Provérbios 15.1-9,I Tessalonicenses 4.13-18
Ano C,Próprio 3,Sab,Complementar,"Salmo 92.1-4, 12-15",Isaías 30.8-17,João 16.1-4a
Ano C,Próprio 3,Sab,Semicontínua,"Salmo 92.1-4, 12-15",Isaías 30.8-17,João 16.1-4a
Ano C,Próprio 3,Seg,Complementar,Salmo 1,Jeremias 24.1-10,I Coríntios 16.1-12
Ano C,Próprio 3,Seg,Semicontínua,Salmo 1,Jeremias 24.1-10,I Coríntios 16.1-12
Ano C,Próprio 3,Ter,Complementar,Salmo 1,Jeremias 29.10-19,I Coríntios 16.13-24
Ano C,Próprio 3,Ter,Semicontínua,Salmo 1,Jeremias 29.10-19,I Coríntios 16.13-24
Ano C,Próprio 3,Qua,Complementar,Salmo 1,Provérbios 5.1-23,Lucas 14.34-35
Ano C,Próprio 3,Qua,Semicontínua,Salmo 1,Provérbios 5.1-23,Lucas 14.34-35
Ano C,Próprio 4,Qui,Complementar,Salmo 96.1-9,I Reis 12.20-33,II Coríntios 5.11-17
Ano C,Próprio 4,Qui,Semicontínua,Salmo 96.1-9,I Reis 12.20-33,II Coríntios 5.11-17
Ano C,Próprio 4,Sex,Complementar,Salmo 96.1-9,I Reis 8.31-40,II Coríntios 11.1-6
Ano C,Próprio 4,Sex,Semicontínua,Salmo 96.1-9,I Reis 8.31-40,II Coríntios 11.1-6
Ano C,Próprio 4,Sab,Complementar,Salmo 96.1-9,I Reis 8.31-40,Lucas 4.31-37
Ano C,Próprio 4,Sab,Semicontínua,Salmo 96.1-9,I Reis 8.31-40,Lucas 4.31-37
Ano C,Próprio 4,Seg,Complementar,Salmo 5,Jonas 4.1-11,Atos 8.26-40
Ano C,Próprio 4,Seg,Semicontínua,Salmo 135,Ezequiel 8.1-18,Atos 8.26-40
Ano C,Próprio 4,Ter,Complementar,Salmo 5,Neemias 1.1-11,Ezequiel 14.1-11
Ano C,Próprio 4,Ter,Semicontínua,Salmo 135,Ezequiel 14.1-11,Atos 3.1-10
Ano C,Próprio 4,Qua,Complementar,Salmo 5,Isaías 56.1-8,Marcos 7.24-30
Ano C,Próprio 4,Qua,Semicontínua,Salmo 135,Ezequiel 14.12-23,Marcos 7.24-30
Ano C,Próprio 5,Qui,Complementar,Salmo 30,II Samuel 14.1-11,Atos 22.6-21
Ano C,Próprio 5,Qui,Semicontínua,Salmo 146,Êxodo 29.1-9,Atos 22.6-21
Ano C,Próprio 5,Sex,Complementar,Salmo 30,II Samuel 14.12-24,Atos 26.1-11
Ano C,Próprio 5,Sex,Semicontínua,Salmo 146,Números 15.17-26,Atos 26.1-11
Ano C,Próprio 5,Sab,Complementar,Salmo 30,II Samuel 14.25-33,Mateus 9.2-8
Ano C,Próprio 5,Sab,Semicontínua,Salmo 146,Josué 9.1-27,Mateus 9.2-8
Ano C,Próprio 5,Seg,Complementar,"Salmo 68.1-10, 19-20",Gênesis 22.1-14,Gálatas 2.1-10
Ano C,Próprio 5,Seg,Semicontínua,"Salmo 68.1-10, 19-20",Jó 22.1-20,Gálatas 2.1-10
Ano C,Próprio 5,Ter,Complementar,"Salmo 68.1-10, 19-20",Juízes 11.29-40,Gálatas 2.11-14
Ano C,Próprio 5,Ter,Semicontínua,"Salmo 68.1-10, 19-20",Jó 24.9-25,Gálatas 2.11-14
Ano C,Próprio 5,Qua,Complementar,"Salmo 68.1-10, 19-20",Jeremias 8.14-22,Lucas 8.40-56
Ano C,Próprio 5,Qua,Semicontínua,"Salmo 68.1-10, 19-20",Jó 31.16-23,Lucas 8.40-56
Ano C,Próprio 6,Qui,Complementar,Salmo 32,II Samuel 13.23-39,Tiago 4.1-7
Ano C,Próprio 6,Qui,Semicontínua,Salmo 5.1-8,I Reis 20.1-22,Tiago 4.1-7
Ano C,Próprio 6,Sex,Complementar,Salmo 32,II Samuel 15.1-12,Romanos 11.1-10
Ano C,Próprio 6,Sex,Semicontínua,Salmo 5.1-8,I Reis 20.23-34,Romanos 11.1-10
Ano C,Próprio 6,Sab,Complementar,Salmo 32,II Samuel 18.28-19.8,Lucas 5.17-26
Ano C,Próprio 6,Sab,Semicontínua,Salmo 5.1-8,I Reis 20.35-43,Lucas 5.17-26
Ano C,Próprio 6,Seg,Complementar,Salmo 130,II Crônicas 29.1-19,Gálatas 3.1-9
Ano C,Próprio 6,Seg,Semicontínua,Salmo 83,Gênesis 31.17-35,Gálatas 3.1-9
Ano C,Próprio 6,Ter,Complementar,Salmo 130,II Crônicas 30.1-12,Gálatas 3.10-14
Ano C,Próprio 6,Ter,Semicontínua,Salmo 83,II Samuel 19.31-43,Gálatas 3.10-14
Ano C,Próprio 6,Qua,Complementar,Salmo 130,II Crônicas 30.13-27,Marcos 2.1-12
Ano C,Próprio 6,Qua,Semicontínua,Salmo 83,Malaquias 3.5-12,Marcos 2.1-12
Ano C,Próprio 7,Qui,Complementar,Salmo 22.19-28,Salmo 42 and 43,Romanos 2.17-29
Ano C,Próprio 7,Qui,Semicontínua,Salmo 42 and 43,Gênesis 24.1-21,Romanos 2.17-29
Ano C,Próprio 7,Sex,Complementar,Salmo 22.19-28,Isaías 57.1-13,Gálatas 3.15-22
Ano C,Próprio 7,Sex,Semicontínua,Salmo 42 and 43,Jó 6.14-30,Gálatas 3.15-22
Ano C,Próprio 7,Sab,Complementar,Salmo 22.19-28,Isaías 59.1-8,Mateus 9.27-34
Ano C,Próprio 7,Sab,Semicontínua,Salmo 42 and 43,Provérbios 11.3-13,Mateus 9.27-34
Ano C,Próprio 7,Seg,Complementar,Salmo 64,Jó 18.1-21,I Coríntios 1.18-31
Ano C,Próprio 7,Seg,Semicontínua,Salmo 59,II Reis 9.1-13,I Coríntios 1.18-31
Ano C,Próprio 7,Ter,Complementar,Salmo 64,Jó 19.1-22,Efésios 2.11-22
Ano C,Próprio 7,Ter,Semicontínua,Salmo 59,II Reis 9.14-26,Efésios 2.11-22
Ano C,Próprio 7,Qua,Complementar,Salmo 64,Ezequiel 32.1-10,Lucas 9.37-43a
Ano C,Próprio 7,Qua,Semicontínua,Salmo 59,II Reis 9.30-37,Lucas 9.37-43a
Ano C,Próprio 8,Qui,Complementar,Salmo 16,Levítico 9.22-10.11,II Coríntios 13.5-10
Ano C,Próprio 8,Qui,Semicontínua,"Salmo 77.1-2, 11-20","I Reis 22.29-40, 51-53",II Coríntios 13.5-10
Ano C,Próprio 8,Sex,Complementar,Salmo 16,II Reis 1.1-16,Gálatas 4.8-20
Ano C,Próprio 8,Sex,Semicontínua,"Salmo 77.1-2, 11-20",I Reis 1.1-12,Gálatas 4.8-20
Ano C,Próprio 8,Sab,Complementar,Salmo 16,"Deuteronômio 32.15-27, 39-43",Lucas 9.21-27
Ano C,Próprio 8,Sab,Semicontínua,"Salmo 77.1-2, 11-20","II Reis 1.13-18; 2.3-5",Lucas 9.21-27
Ano C,Próprio 8,Seg,Complementar,Salmo 140,"Gênesis 24.34-41, 50-67",I João 2.7-11
Ano C,Próprio 8,Seg,Semicontínua,Salmo 75,II Reis 2.15-22,I João 2.7-11
Ano C,Próprio 8,Ter,Complementar,Salmo 140,Jeremias 3.15-18,Efésios 5.6-20
Ano C,Próprio 8,Ter,Semicontínua,Salmo 75,II Reis 3.4-20,Efésios 5.6-20
Ano C,Próprio 8,Qua,Complementar,Salmo 140,Jeremias 23.16-22,Mateus 10.16-25
Ano C,Próprio 8,Qua,Semicontínua,Salmo 75,II Reis 4.1-7,Mateus 10.16-25
Ano C,Próprio 9,Qui,Complementar,Salmo 66.1-9,II Reis 21.1-15,Romanos 7.14-25
Ano C,Próprio 9,Qui,Semicontínua,Salmo 30,II Reis 4.8-17,Romanos 7.14-25
Ano C,Próprio 9,Sex,Complementar,Salmo 66.1-9,Jeremias 51.47-58,II Coríntios 8.1-7
Ano C,Próprio 9,Sex,Semicontínua,Salmo 30,II Reis 4.18-31,II Coríntios 8.1-7
Ano C,Próprio 9,Sab,Complementar,Salmo 66.1-9,Zacarias 14.10-21,Lucas 9.1-6
Ano C,Próprio 9,Sab,Semicontínua,Salmo 30,II Reis 4.32-37,Lucas 9.1-6
Ano C,Próprio 9,Seg,Complementar,Salmo 119.73-80,Jeremias 6.10-19,Atos 19.21-27
Ano C,Próprio 9,Seg,Semicontínua,Salmo 6,II Reis 5.15-19a,Atos 19.21-27
Ano C,Próprio 9,Ter,Complementar,Salmo 119.73-80,Jeremias 8.4-13,Atos 19.28-41
Ano C,Próprio 9,Ter,Semicontínua,Salmo 6,II Reis 5.19b-27,Atos 19.28-41
